rho_lower,rho_upper,log10_tau_lower,log10_tau_upper,depth
1.41934814453125,1.4203125,-3.328125,-3.322265625,24
1.41934814453125,1.4203125,-3.322265625,-3.31640625,24
1.4183837890625,1.41934814453125,-3.31640625,-3.310546875,24
1.416455078125,1.41741943359375,-3.3046875,-3.298828125,24
1.4048828125,1.40584716796875,-3.275390625,-3.26953125,24
1.40584716796875,1.4068115234375,-3.28125,-3.275390625,24
1.40584716796875,1.4068115234375,-3.275390625,-3.26953125,24
1.4048828125,1.40584716796875,-3.26953125,-3.263671875,24
1.4048828125,1.40584716796875,-3.263671875,-3.2578125,24
1.40584716796875,1.4068115234375,-3.26953125,-3.263671875,24
1.40584716796875,1.4068115234375,-3.263671875,-3.2578125,24
1.4068115234375,1.40777587890625,-3.28125,-3.275390625,24
1.4068115234375,1.40777587890625,-3.275390625,-3.26953125,24
1.40777587890625,1.408740234375,-3.28125,-3.275390625,24
1.40777587890625,1.408740234375,-3.275390625,-3.26953125,24
1.4068115234375,1.40777587890625,-3.26953125,-3.263671875,24
1.4068115234375,1.40777587890625,-3.263671875,-3.2578125,24
1.40777587890625,1.408740234375,-3.26953125,-3.263671875,24
1.4048828125,1.40584716796875,-3.2578125,-3.251953125,24
1.408740234375,1.40970458984375,-3.28125,-3.275390625,24
1.408740234375,1.40970458984375,-3.275390625,-3.26953125,24
1.40970458984375,1.4106689453125,-3.28125,-3.275390625,24
1.4106689453125,1.41163330078125,-3.28125,-3.275390625,24
1.52349853515625,1.524462890625,-3.755859375,-3.75,24
1.524462890625,1.52542724609375,-3.755859375,-3.75,24
1.52542724609375,1.5263916015625,-3.76171875,-3.755859375,24
1.52542724609375,1.5263916015625,-3.755859375,-3.75,24
1.5263916015625,1.52735595703125,-3.767578125,-3.76171875,24
1.52735595703125,1.5283203125,-3.767578125,-3.76171875,24
1.5263916015625,1.52735595703125,-3.76171875,-3.755859375,24
1.5263916015625,1.52735595703125,-3.755859375,-3.75,24
1.52735595703125,1.5283203125,-3.76171875,-3.755859375,24
1.52735595703125,1.5283203125,-3.755859375,-3.75,24
1.52928466796875,1.5302490234375,-3.779296875,-3.7734375,24
1.5302490234375,1.53121337890625,-3.779296875,-3.7734375,24
1.53121337890625,1.532177734375,-3.78515625,-3.779296875,24
1.53121337890625,1.532177734375,-3.779296875,-3.7734375,24
1.5283203125,1.52928466796875,-3.7734375,-3.767578125,24
1.5283203125,1.52928466796875,-3.767578125,-3.76171875,24
1.52928466796875,1.5302490234375,-3.7734375,-3.767578125,24
1.52928466796875,1.5302490234375,-3.767578125,-3.76171875,24
1.5283203125,1.52928466796875,-3.76171875,-3.755859375,24
1.5283203125,1.52928466796875,-3.755859375,-3.75,24
1.52928466796875,1.5302490234375,-3.76171875,-3.755859375,24
1.5302490234375,1.53121337890625,-3.7734375,-3.767578125,24
